transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency,fx_rate,transaction_amount_euro
1039518,2025-01-31,1157,transfer,1938.25,JPY,160.99,12.03956767501087
1039519,2025-01-09,2072,transfer,2455.42,RON,4.9734,493.7105400731894
1039520,2025-02-22,851,deposit,6065.52,GBP,0.8276,7329.047849202514
1039521,2025-01-19,1330,transfer,5647.85,ISK,145.1,38.92384562370779
1039522,2025-01-08,427,withdrawal,3284.69,ISK,145.1,22.637422467263956
1039523,2025-01-02,543,transfer,6973.9,JPY,162.04,43.03813873117749
1039524,2025-01-09,2016,deposit,5445.34,SEK,11.4945,473.7343947105137
1039525,2025-02-27,2885,withdrawal,9273.27,CZK,24.987,371.12378436787134
1039526,2025-01-20,3323,transfer,1349.86,PLN,4.2568,317.10674685209545
1039527,2025-03-04,1489,deposit,1566.01,SEK,11.0995,141.08833731249155
1039528,2025-01-12,2089,deposit,523.48,AUD,1.6655,314.30801561092767
1039529,2025-01-14,2060,withdrawal,3667.37,BGN,1.9558,1875.125268432355
1039530,2025-02-15,1936,transfer,700.49,CHF,0.9442,741.8873120101673
1039531,2025-01-07,4604,withdrawal,8549.16,NOK,11.7385,728.300890232994
1039532,2025-02-24,3064,transfer,8513.29,CZK,25.062,339.68917085627646
1039533,2025-01-01,2507,deposit,1474.01,CHF,0.9412,1566.0964725881852
1039534,2025-02-23,4694,deposit,3622.49,NOK,11.629,311.5048585432969
1039535,2025-02-02,948,deposit,7433.35,CHF,0.9449,7866.811302783364
1039536,2025-01-14,3810,deposit,8411.54,SEK,11.512,730.6758165392635
1039537,2025-01-17,2418,transfer,2191.78,AUD,1.6646,1316.70070887901
1039538,2025-01-16,3659,deposit,3471.93,BGN,1.9558,1775.1968503937007
1039539,2025-03-03,1653,transfer,2438.01,SEK,11.15,218.65560538116594
1039540,2025-01-26,141,withdrawal,5632.01,CZK,25.097,224.40969040124318
1039541,2025-01-22,3637,transfer,679.13,TRY,37.231,18.240981977384436
1039542,2025-03-01,3710,deposit,7457.55,NOK,11.7245,636.0655038594396
1039543,2025-01-11,4056,withdrawal,9641.14,RON,4.9735,1938.5020609228914
1039544,2025-03-09,927,transfer,5173.98,CZK,25.016,206.8268308282699
1039545,2025-02-03,3190,deposit,9623.47,DKK,7.4618,1289.698196145702
1039546,2025-01-22,4535,deposit,4815.33,HUF,411.08,11.713851318478156
1039547,2025-02-23,2652,withdrawal,9620.81,AUD,1.6394,5868.494571184579
1039548,2025-01-29,4316,deposit,6889.38,HUF,408.08,16.882425014703
1039549,2025-01-15,2123,transfer,429.9,HUF,410.63,1.046927891288995
1039550,2025-01-04,2929,transfer,9175.76,TRY,36.425,251.90830473575843
1039551,2025-02-05,190,withdrawal,4180.08,SEK,11.3583,368.01986212725495
1039552,2025-02-06,4719,deposit,6834.14,NOK,11.6585,586.1937642063731
1039553,2025-01-25,207,withdrawal,7508.95,HUF,408.85,18.366026660144307
1039554,2025-01-06,4274,transfer,377.98,DKK,7.4591,50.67367376761271
1039555,2025-03-03,2658,deposit,4321.85,CHF,0.9428,4584.058124734833
1039556,2025-02-25,433,withdrawal,557.82,PLN,4.1393,134.7619162660353
1039557,2025-01-20,4227,withdrawal,5304.63,DKK,7.4611,710.9715725563254
1039558,2025-01-05,2978,withdrawal,2943.89,GBP,0.82993,3547.154579301869
1039559,2025-03-04,2178,deposit,3422.97,JPY,156.5,21.872012779552716
1039560,2025-02-20,4781,deposit,7603.67,SEK,11.166,680.9663263478417
1039561,2025-02-19,3411,withdrawal,4434.87,ISK,146.3,30.313533834586462
1039562,2025-01-31,4792,deposit,8074.34,PLN,4.213,1916.52978874911
1039563,2025-01-04,1938,withdrawal,9589.49,JPY,161.77,59.27854361129999
1039564,2025-03-01,4468,transfer,7840.97,ISK,145.7,53.81585449553879
1039565,2025-03-01,2877,transfer,3083.05,BGN,1.9558,1576.3626137641886
1039566,2025-01-20,2066,withdrawal,1716.14,CHF,0.9429,1820.0657545869128
1039567,2025-02-10,1622,withdrawal,4153.5,CHF,0.9396,4420.498084291188
1039568,2025-02-27,874,deposit,7883.21,DKK,7.4584,1056.9572562479889
1039569,2025-02-12,1489,transfer,6572.23,TRY,37.432,175.57784783073305
1039570,2025-03-08,2003,deposit,9707.34,PLN,4.1788,2322.99703264095
1039571,2025-01-01,3678,transfer,1886.0,TRY,36.737,51.33788823257206
1039572,2025-01-30,1132,withdrawal,4593.25,BGN,1.9558,2348.5274567951733
1039573,2025-01-03,4350,transfer,2243.68,PLN,4.2725,525.1445289643066
1039574,2025-01-17,129,deposit,1131.74,SEK,11.506,98.36085520597949
1039575,2025-01-01,3191,withdrawal,8030.3,RON,4.9743,1614.3577990873086
1039576,2025-03-05,324,deposit,681.68,GBP,0.835,816.3832335329341
1039577,2025-02-18,1828,deposit,8334.55,GBP,0.83025,10038.602830472748
1039578,2025-01-26,1691,transfer,5184.47,DKK,7.4614,694.8387702039831
1039579,2025-03-06,4614,withdrawal,1445.04,NOK,11.716,123.33902355752817
1039580,2025-02-21,3434,withdrawal,4741.88,RON,4.9773,952.7012637373678
1039581,2025-01-27,844,deposit,9317.48,PLN,4.2193,2208.299954968834
1039582,2025-01-03,3594,transfer,9006.42,AUD,1.6556,5439.973423532254
1039583,2025-02-06,2021,transfer,4383.74,NOK,11.6585,376.0123515031951
1039584,2025-01-08,4573,withdrawal,6162.02,NOK,11.738,524.9633668427331
1039585,2025-03-03,2937,transfer,3614.09,JPY,158.33,22.826312132887008
1039586,2025-03-10,4029,withdrawal,1425.39,BGN,1.9558,728.8015134471827
1039587,2025-02-03,1043,withdrawal,199.18,GBP,0.83136,239.58333333333334
1039588,2025-01-17,700,deposit,1230.68,ISK,145.1,8.4815988973122
1039589,2025-02-07,638,transfer,1210.95,CZK,25.108,48.229647920981364
1039590,2025-01-16,2802,transfer,2678.7,BGN,1.9558,1369.618570405972
1039591,2025-01-25,4960,withdrawal,13.02,CHF,0.9494,13.713924583947756
1039592,2025-01-28,3687,transfer,4392.03,DKK,7.4626,588.5388470506257
1039593,2025-03-06,2708,deposit,3908.99,SEK,10.962,356.594599525634
1039594,2025-01-24,228,transfer,8919.53,CHF,0.9494,9394.91257636402
1039595,2025-02-12,2890,withdrawal,3619.34,AUD,1.6525,2190.2208774583964
1039596,2025-03-04,2766,deposit,2856.96,JPY,156.5,18.255335463258785
1039597,2025-01-16,1241,deposit,9328.93,SEK,11.485,812.2707879843274
1039598,2025-03-03,4858,withdrawal,32.2,DKK,7.4583,4.317337731118352
1039599,2025-02-05,3932,transfer,8326.05,ISK,146.8,56.716961852861026
1039600,2025-01-13,393,deposit,633.45,HUF,413.68,1.5312560433185072
1039601,2025-02-21,580,deposit,6100.01,NOK,11.629,524.5515521540975
1039602,2025-02-01,4674,deposit,814.82,NOK,11.7373,69.42141719134725
1039603,2025-01-13,560,withdrawal,82.18,RON,4.9731,16.52490398343086
1039604,2025-03-01,1223,transfer,8022.37,ISK,145.7,55.06087851750172
1039605,2025-02-27,1040,deposit,6499.49,RON,4.9763,1306.0888612020979
1039606,2025-02-04,4577,withdrawal,9154.51,NOK,11.721,781.0348946335637
1039607,2025-01-30,2624,withdrawal,7687.28,ISK,146.1,52.61656399726215
1039608,2025-02-14,470,deposit,244.78,RON,4.977,49.182238296162346
1039609,2025-02-14,123,deposit,1866.54,ISK,147.3,12.671690427698573
1039610,2025-01-13,1757,withdrawal,9732.32,RON,4.9731,1956.992620297199
1039611,2025-01-11,3394,deposit,5287.3,JPY,162.86,32.465307626181996
1039612,2025-02-09,4423,transfer,9664.39,NOK,11.625,831.3453763440859
1039613,2025-03-08,1947,transfer,2946.59,DKK,7.4589,395.0435050744748
1039614,2025-01-10,3941,withdrawal,110.99,NOK,11.757,9.440333418389045
1039615,2025-01-19,2092,transfer,9953.39,RON,4.9765,2000.0783683311565
1039616,2025-01-02,1756,withdrawal,1008.87,JPY,162.04,6.226055294988892
1039617,2025-02-20,4042,transfer,8302.0,CHF,0.9423,8810.357635572534
1039618,2025-01-11,3840,deposit,7749.8,SEK,11.497,674.071496912238
1039619,2025-02-03,3910,deposit,5726.58,JPY,158.87,36.045697740290805
1039620,2025-01-29,4452,transfer,472.85,DKK,7.4627,63.3617859487853
1039621,2025-01-08,4660,transfer,6955.86,CHF,0.9379,7416.4196609446635
1039622,2025-03-10,4046,withdrawal,2623.77,NOK,11.6705,224.8207017694186
1039623,2025-02-11,4715,deposit,8221.09,GBP,0.83355,9862.743686641474
1039624,2025-02-27,901,deposit,3350.98,RON,4.9763,673.3878584490485
1039625,2025-02-21,2769,deposit,4475.38,TRY,38.102,117.45787622696973
1039626,2025-02-05,3367,transfer,1165.68,AUD,1.658,703.0639324487335
1039627,2025-01-02,4705,transfer,1331.22,CHF,0.9371,1420.5741116209583
1039628,2025-01-12,461,deposit,5225.44,CZK,25.09,208.26783579115184
1039629,2025-02-25,2557,deposit,1539.14,HUF,401.2,3.836340977068794
1039630,2025-02-10,1867,deposit,2066.95,PLN,4.1758,494.9829972699842
1039631,2025-02-28,4117,withdrawal,2385.97,RON,4.9768,479.41850184857736
1039632,2025-02-01,4564,deposit,5696.26,DKK,7.4618,763.3895306762444
1039633,2025-02-14,3693,deposit,4214.52,RON,4.977,846.7992766726944
1039634,2025-01-06,2523,withdrawal,4682.65,SEK,11.4645,408.44781717475684
1039635,2025-01-05,3143,transfer,4797.07,NOK,11.713,409.5509263211816
1039636,2025-01-05,1261,withdrawal,5672.33,DKK,7.4599,760.3761444523385
1039637,2025-03-04,478,deposit,6533.98,BGN,1.9558,3340.822169956028
1039638,2025-02-09,2106,transfer,9337.33,CHF,0.9418,9914.344871522617
1039639,2025-02-27,4499,withdrawal,2553.96,RON,4.9763,513.2246850069329
1039640,2025-03-06,286,transfer,962.55,NOK,11.716,82.15687948105156
1039641,2025-01-21,227,withdrawal,2401.65,SEK,11.475,209.29411764705884
1039642,2025-01-21,59,transfer,6658.13,ISK,145.9,45.63488690884167
1039643,2025-01-17,4818,transfer,1433.1,DKK,7.4608,192.0839588247909
1039644,2025-02-18,4244,transfer,9582.95,GBP,0.83025,11542.246311352003
1039645,2025-01-31,2489,transfer,3064.06,ISK,146.7,20.8865712338105
1039646,2025-01-13,3005,deposit,4740.51,ISK,144.5,32.80629757785467
1039647,2025-02-15,2547,withdrawal,7539.37,NOK,11.6515,647.072909067502
1039648,2025-01-05,4766,withdrawal,421.65,SEK,11.4395,36.85912845841164
1039649,2025-02-16,661,withdrawal,6150.31,AUD,1.6514,3724.300593435873
1039650,2025-02-15,2484,deposit,1407.12,GBP,0.83215,1690.9451421017845
1039651,2025-03-01,4485,transfer,1932.78,DKK,7.4583,259.1448453400909
1039652,2025-01-31,3779,deposit,5586.74,CZK,25.166,221.99554955098148
1039653,2025-01-26,2996,deposit,8122.47,NOK,11.7495,691.3034597216904
1039654,2025-01-03,4382,withdrawal,685.46,AUD,1.6556,414.02512684223245
1039655,2025-01-16,2276,deposit,7128.39,AUD,1.6574,4300.947266803428
1039656,2025-03-06,1677,deposit,1092.57,RON,4.9754,219.59440446999236
1039657,2025-02-19,3533,transfer,5121.31,CZK,25.101,204.02812636946737
1039658,2025-01-27,4580,transfer,6187.04,CHF,0.9453,6545.054480059241
1039659,2025-01-14,1815,withdrawal,5515.77,TRY,36.363,151.68632951076646
1039660,2025-03-07,574,withdrawal,4892.9,RON,4.9757,983.359125349197
1039661,2025-01-05,2539,withdrawal,8248.93,RON,4.9752,1658.0097282521306
1039662,2025-01-23,3632,deposit,1869.21,AUD,1.6594,1126.437266481861
1039663,2025-01-27,2360,withdrawal,8482.72,RON,4.975,1705.0693467336682
1039664,2025-01-17,4961,transfer,335.85,GBP,0.84453,397.6768143227594
1039665,2025-03-09,3135,deposit,732.99,CZK,25.016,29.30084745762712
1039666,2025-01-27,1026,transfer,2664.74,JPY,162.21,16.427717156772083
1039667,2025-02-04,1279,deposit,7581.84,NOK,11.721,646.859482979268
1039668,2025-02-13,1814,transfer,1471.36,PLN,4.1688,352.9456918057954
1039669,2025-02-24,4172,deposit,6142.37,HUF,401.69,15.291319176479375
1039670,2025-02-19,3248,transfer,9316.56,CHF,0.9435,9874.467408585055
1039671,2025-02-24,2670,transfer,5721.37,CZK,25.062,228.28864416247706
1039672,2025-01-13,3208,transfer,825.24,CHF,0.9346,882.9873742777659
1039673,2025-02-11,3355,deposit,4656.69,DKK,7.4582,624.3718323456061
1039674,2025-03-10,4326,withdrawal,1964.74,BGN,1.9558,1004.5710195316494
1039675,2025-03-05,230,transfer,2967.71,TRY,38.962,76.16934448950259
1039676,2025-01-11,2641,deposit,4345.22,ISK,145.3,29.905161734342737
1039677,2025-02-02,2612,deposit,8156.84,CZK,25.166,324.1214336803624
1039678,2025-02-03,1955,deposit,798.02,JPY,158.87,5.023100648328822
1039679,2025-02-02,2680,transfer,9314.37,ISK,146.7,63.49263803680983
1039680,2025-02-12,90,deposit,1099.0,ISK,146.4,7.506830601092896
1039681,2025-02-01,4029,deposit,4287.55,JPY,160.99,26.632399527920988
1039682,2025-02-06,3165,deposit,9956.72,PLN,4.2065,2366.984428860097
1039683,2025-01-25,3021,withdrawal,1775.4,JPY,163.9,10.832214765100671
1039684,2025-02-20,3360,deposit,7796.16,HUF,402.08,19.38957421408675
1039685,2025-02-07,896,transfer,9896.77,CHF,0.9418,10508.356338925463
1039686,2025-02-02,3895,deposit,9585.88,GBP,0.83608,11465.266481676394
1039687,2025-01-24,4510,deposit,6299.91,SEK,11.459,549.7783401692992
1039688,2025-01-10,3977,withdrawal,2602.45,RON,4.9735,523.2632954659697
1039689,2025-03-04,506,transfer,6468.14,CZK,25.025,258.4671328671329
1039690,2025-01-25,3116,transfer,2333.1,ISK,146.3,15.94736842105263
1039691,2025-01-19,1405,deposit,314.64,RON,4.9765,63.225158243745604
1039692,2025-01-12,3737,deposit,5667.88,AUD,1.6655,3403.110177123987
1039693,2025-02-13,4162,deposit,6441.98,PLN,4.1688,1545.2840145845325
1039694,2025-02-24,1488,deposit,5646.6,TRY,38.094,148.2280674121909
1039695,2025-02-25,1901,withdrawal,7214.07,BGN,1.9558,3688.55199918192
1039696,2025-01-13,1414,deposit,510.71,AUD,1.6578,308.06490529617565
1039697,2025-02-19,1505,deposit,4680.25,AUD,1.6419,2850.5085571593886
1039698,2025-02-18,3869,withdrawal,4744.72,ISK,146.7,32.343012951601914
1039699,2025-01-27,3775,withdrawal,1360.35,HUF,408.78,3.327829150154117
1039700,2025-02-03,3487,deposit,1597.26,AUD,1.6671,958.1068922080259
1039701,2025-01-13,1798,transfer,1251.14,CHF,0.9346,1338.6903488123262
1039702,2025-02-22,4458,withdrawal,7393.7,NOK,11.629,635.798434947115
1039703,2025-03-06,4224,transfer,9002.58,CZK,25.047,359.4274763444724
1039704,2025-03-03,895,transfer,3458.82,PLN,4.1708,829.2941402129088
1039705,2025-02-05,4493,transfer,7176.29,GBP,0.83085,8637.287115604502
1039706,2025-01-05,3023,transfer,279.48,ISK,144.1,1.9394864677307428
1039707,2025-03-04,4262,deposit,3678.97,CHF,0.9371,3925.909721481165
1039708,2025-03-07,830,transfer,9297.25,TRY,39.579,234.90361050051794
1039709,2025-01-15,369,withdrawal,7803.89,RON,4.9742,1568.8733866752443
1039710,2025-02-21,3250,transfer,4270.06,DKK,7.4588,572.486190808173
1039711,2025-01-15,4779,withdrawal,643.7,GBP,0.84313,763.4647088823788
1039712,2025-03-01,2954,deposit,1985.02,BGN,1.9558,1014.9401779323039
1039713,2025-02-12,2273,withdrawal,9863.71,ISK,146.4,67.37506830601092
1039714,2025-01-09,2821,deposit,9960.72,SEK,11.4945,866.5640088738091
1039715,2025-01-16,711,deposit,8393.04,CZK,25.231,332.64793309817287
1039716,2025-01-25,3105,withdrawal,235.89,CZK,25.097,9.3991313702833
1039717,2025-02-01,2621,deposit,5919.24,RON,4.9767,1189.3905600096448
1039718,2025-01-28,4405,deposit,6985.35,BGN,1.9558,3571.607526331936
1039719,2025-02-17,1936,withdrawal,9129.89,GBP,0.83133,10982.269375578891
1039720,2025-02-04,4261,deposit,3012.39,DKK,7.461,403.751507840772
1039721,2025-01-09,1605,withdrawal,1101.84,GBP,0.83808,1314.7193585337914
1039722,2025-01-27,2495,withdrawal,4736.53,CHF,0.9453,5010.610388236538
1039723,2025-02-05,235,transfer,4620.0,JPY,159.25,29.01098901098901
1039724,2025-02-06,585,withdrawal,773.71,BGN,1.9558,395.597709377237
1039725,2025-01-02,644,deposit,4090.59,DKK,7.4583,548.4614456377459
1039726,2025-02-26,2586,deposit,6055.2,NOK,11.6895,518.0033363274733
1039727,2025-02-19,1010,deposit,646.04,RON,4.9774,129.79467191706513
1039728,2025-01-30,2768,transfer,304.18,GBP,0.83685,363.4821055147279
1039729,2025-01-25,2884,withdrawal,3057.07,ISK,146.3,20.8958988380041
1039730,2025-01-26,1494,transfer,9563.77,AUD,1.66,5761.3072289156635
1039731,2025-01-06,3298,transfer,6310.61,PLN,4.2518,1484.2208006020978
1039732,2025-01-08,993,transfer,5795.09,TRY,36.395,159.2276411594999
1039733,2025-03-04,1403,withdrawal,2144.83,ISK,146.3,14.660492139439507
1039734,2025-01-07,2869,deposit,9882.67,CZK,25.137,393.1523252575884
1039735,2025-02-07,4870,withdrawal,6672.83,ISK,146.6,45.51725784447476
1039736,2025-02-15,4534,transfer,3928.72,RON,4.977,789.3751255776572
1039737,2025-02-06,4614,withdrawal,8827.51,CHF,0.9385,9405.977623867875
1039738,2025-02-15,3127,transfer,6736.7,CHF,0.9442,7134.823130692649
1039739,2025-01-01,927,deposit,9916.2,NOK,11.795,840.7121661721069
1039740,2025-01-11,978,transfer,4543.56,BGN,1.9558,2323.1209735146745
1039741,2025-02-17,558,deposit,8834.74,BGN,1.9558,4517.200122711934
1039742,2025-01-28,3615,deposit,4090.06,BGN,1.9558,2091.2465487268637
1039743,2025-02-02,4951,withdrawal,197.57,CZK,25.166,7.850671540967972
1039744,2025-02-09,4294,deposit,6551.86,BGN,1.9558,3349.964209019327
1039745,2025-02-23,3266,transfer,1458.52,SEK,11.1425,130.89701592999776
1039746,2025-01-03,646,withdrawal,2026.65,CHF,0.9362,2164.7618030335398
1039747,2025-01-31,3160,withdrawal,3796.69,HUF,407.95,9.306753278588063
1039748,2025-01-09,4237,deposit,710.06,JPY,162.56,4.367987204724409
1039749,2025-01-15,171,withdrawal,8268.94,HUF,410.63,20.13720380878163
1039750,2025-02-12,1289,deposit,6524.84,ISK,146.4,44.568579234972674
1039751,2025-03-06,274,withdrawal,2033.11,ISK,146.9,13.84009530292716
1039752,2025-01-05,2050,transfer,5271.18,TRY,36.425,144.71324639670559
1039753,2025-03-02,3565,deposit,902.72,ISK,145.7,6.195744680851065
1039754,2025-02-09,4038,withdrawal,6773.31,CZK,25.108,269.7670065317827
1039755,2025-02-12,3405,transfer,1121.46,JPY,159.22,7.043461876648663
1039756,2025-01-15,2086,withdrawal,4544.65,TRY,36.548,124.34743351209367
1039757,2025-01-29,927,withdrawal,2836.74,PLN,4.2135,673.250266998932
1039758,2025-03-05,1722,deposit,8090.12,CZK,25.048,322.98466943468543
1039759,2025-03-02,2113,deposit,4142.18,TRY,38.019,108.95026171124965
1039760,2025-01-15,4212,deposit,7725.17,AUD,1.6616,4649.235676456427
1039761,2025-01-11,2142,transfer,7164.28,RON,4.9735,1440.490600180959
1039762,2025-02-26,359,transfer,1490.13,PLN,4.144,359.58735521235525
1039763,2025-01-02,1849,transfer,4812.06,NOK,11.7173,410.6799347972656
1039764,2025-01-08,4424,withdrawal,9544.89,HUF,416.25,22.930666666666664
1039765,2025-02-21,2240,deposit,1126.48,CHF,0.942,1195.8386411889599
1039766,2025-02-17,1723,withdrawal,3056.37,CZK,25.056,121.98156130268198
1039767,2025-02-03,3552,withdrawal,5397.5,CZK,25.254,213.72851825453392
1039768,2025-01-28,238,deposit,2731.69,NOK,11.7785,231.92172178121155
1039769,2025-03-08,2917,deposit,8011.24,CHF,0.9557,8382.588678455582
1039770,2025-02-26,3284,transfer,9359.22,SEK,11.143,839.9192318047203
1039771,2025-02-11,3581,withdrawal,1681.89,PLN,4.1785,402.510470264449
1039772,2025-01-06,2891,deposit,4059.5,CZK,25.154,161.3858630834062
1039773,2025-01-22,542,deposit,7478.34,TRY,37.231,200.8632591120303
1039774,2025-01-16,1504,deposit,3083.0,PLN,4.2688,722.2170164917542
1039775,2025-01-24,944,transfer,9988.02,BGN,1.9558,5106.871868289191
1039776,2025-01-18,349,withdrawal,1348.81,HUF,412.65,3.268653822852296
1039777,2025-02-23,154,deposit,5420.17,BGN,1.9558,2771.331424481031
1039778,2025-01-21,1933,withdrawal,6590.09,CZK,25.178,261.74001112081976
1039779,2025-01-20,2112,withdrawal,3552.15,RON,4.9769,713.7274206835581
1039780,2025-02-07,1745,deposit,4771.45,HUF,405.55,11.765380347675995
1039781,2025-02-12,3918,transfer,3230.18,RON,4.9767,649.0606225008539
1039782,2025-02-13,3331,transfer,9119.66,TRY,37.515,243.09369585499132
1039783,2025-03-08,656,deposit,7610.43,ISK,147.3,51.66619144602851
1039784,2025-02-04,3494,withdrawal,2574.13,GBP,0.83188,3094.3525508486805
1039785,2025-03-10,476,deposit,4628.57,RON,4.9765,930.0854013865167
1039786,2025-03-05,3169,transfer,7095.98,BGN,1.9558,3628.172614786788
1039787,2025-02-01,4854,deposit,259.58,RON,4.9767,52.15906122530994
1039788,2025-02-06,4245,transfer,8558.06,NOK,11.6585,734.0618432903032
1039789,2025-03-09,2219,transfer,8539.71,CZK,25.016,341.3699232491206
1039790,2025-03-10,2840,withdrawal,1176.06,ISK,146.9,8.005854322668482
1039791,2025-03-10,2546,deposit,6434.38,NOK,11.6705,551.337132085172
1039792,2025-01-29,584,withdrawal,740.56,SEK,11.4555,64.64667626904107
1039793,2025-02-06,1849,transfer,1063.55,RON,4.9767,213.70586935117646
1039794,2025-01-22,4092,withdrawal,4223.9,AUD,1.6603,2544.058302716376
1039795,2025-03-05,4286,deposit,2650.83,ISK,146.5,18.094402730375425
1039796,2025-02-22,2207,deposit,4182.98,JPY,157.46,26.565349930140982
1039797,2025-01-02,905,deposit,2786.78,ISK,143.9,19.366087560806115
1039798,2025-03-02,4813,withdrawal,8461.06,HUF,399.5,21.1791239048811
1039799,2025-02-25,2944,withdrawal,7199.16,TRY,38.274,188.09531274494435
1039800,2025-03-04,1794,transfer,8675.56,CZK,25.025,346.6757242757243
1039801,2025-01-18,4094,withdrawal,2050.42,AUD,1.6646,1231.7794064640154
1039802,2025-02-07,2257,withdrawal,6916.57,JPY,157.77,43.83957659884642
1039803,2025-03-09,3052,withdrawal,9456.38,GBP,0.84088,11245.81390923794
1039804,2025-03-01,219,deposit,8714.92,ISK,145.7,59.81413864104324
1039805,2025-02-08,4181,transfer,3243.05,JPY,157.77,20.555555555555557
1039806,2025-01-26,2771,transfer,1123.6,JPY,163.9,6.855399633923123
1039807,2025-03-04,4059,transfer,1304.54,CZK,25.025,52.12947052947053
1039808,2025-01-28,1656,transfer,8875.99,CHF,0.9441,9401.535854252726
1039809,2025-01-05,3223,transfer,9530.08,SEK,11.4395,833.0853621224703
1039810,2025-02-21,4040,transfer,680.19,TRY,38.102,17.85181880216262
1039811,2025-02-24,2654,withdrawal,9395.4,NOK,11.6355,807.4771174423101
1039812,2025-03-09,4488,withdrawal,6630.13,GBP,0.84088,7884.75168870707
1039813,2025-03-07,3513,transfer,6881.99,PLN,4.1788,1646.8818799655403
1039814,2025-02-07,3869,deposit,9091.09,DKK,7.46,1218.6447721179625
1039815,2025-02-13,2157,withdrawal,1152.68,TRY,37.515,30.72584299613488
1039816,2025-01-11,4082,transfer,7197.87,DKK,7.4606,964.7843336997024
1039817,2025-02-15,1362,transfer,6087.79,AUD,1.6514,3686.4418069516773
1039818,2025-02-12,849,withdrawal,1835.84,SEK,11.2895,162.61481907967578
1039819,2025-02-25,270,deposit,8687.62,HUF,401.2,21.654087736789634
1039820,2025-01-01,2097,deposit,1346.41,GBP,0.82918,1623.784944161702
1039821,2025-02-27,430,withdrawal,5084.59,ISK,145.5,34.94563573883162
1039822,2025-01-30,930,withdrawal,6614.36,NOK,11.7615,562.3738468732729
1039823,2025-01-26,725,deposit,7533.28,GBP,0.84413,8924.31260587824
1039824,2025-01-24,2409,transfer,653.79,RON,4.9761,131.3860252004582
1039825,2025-01-22,4040,deposit,9058.0,RON,4.9768,1820.0450088410223
1039826,2025-01-09,3722,deposit,9109.41,GBP,0.83808,10869.380011454752
1039827,2025-02-04,245,transfer,4204.73,TRY,37.155,113.1672722379222
1039828,2025-01-05,3555,transfer,2694.67,SEK,11.4395,235.5583723064819
1039829,2025-03-05,1299,withdrawal,821.96,SEK,11.0125,74.63881952326902
1039830,2025-02-17,402,deposit,5109.89,CZK,25.056,203.93877713920818
1039831,2025-03-08,3383,deposit,7146.74,NOK,11.759,607.7676673186495
1039832,2025-03-02,300,withdrawal,4675.02,GBP,0.82608,5659.282393957002
1039833,2025-02-11,4258,withdrawal,745.75,AUD,1.6442,453.5640433037343
1039834,2025-01-23,1710,deposit,7512.21,DKK,7.4606,1006.9176741817012
1039835,2025-02-09,1827,withdrawal,2696.51,GBP,0.83353,3235.0485285472632
1039836,2025-02-20,3166,deposit,6626.21,NOK,11.609,570.7821517787924
1039837,2025-01-21,4536,deposit,9887.1,RON,4.9768,1986.6380003214917
1039838,2025-02-02,3415,deposit,7999.73,BGN,1.9558,4090.2597402597403
1039839,2025-02-26,4578,deposit,8315.28,RON,4.9773,1670.6407088180342
1039840,2025-02-20,359,transfer,7298.61,SEK,11.166,653.6458893068242
1039841,2025-01-02,3763,deposit,5620.59,NOK,11.7173,479.68303278058943
1039842,2025-01-19,752,withdrawal,2431.05,NOK,11.759,206.7395186665533
1039843,2025-02-28,2778,withdrawal,3484.07,NOK,11.7245,297.16149942428245
1039844,2025-01-27,1854,deposit,9863.6,ISK,146.3,67.42036910457963
1039845,2025-02-15,941,withdrawal,6284.03,CHF,0.9442,6655.401398008896
1039846,2025-02-27,4329,transfer,4468.94,CHF,0.9407,4750.653768470288
1039847,2025-02-12,4657,deposit,4260.61,CZK,25.075,169.9146560319043
1039848,2025-02-18,4200,withdrawal,3895.0,DKK,7.4582,522.2439730766137
1039849,2025-02-04,1335,deposit,5762.91,HUF,407.15,14.154267468991772
1039850,2025-01-02,2954,deposit,5864.89,CZK,25.177,232.94633991341306
1039851,2025-02-26,1197,transfer,7109.63,DKK,7.4584,953.2379598841575
1039852,2025-02-03,4426,deposit,4408.99,CZK,25.254,174.58580818880176
1039853,2025-01-28,1444,deposit,6580.31,PLN,4.2078,1563.8362089452924
1039854,2025-03-07,50,transfer,2627.76,SEK,10.9715,239.50781570432486
1039855,2025-01-22,1713,withdrawal,8832.98,GBP,0.84466,10457.438495962873
1039856,2025-01-16,472,withdrawal,8089.92,TRY,36.407,222.20781717801523
1039857,2025-01-22,215,withdrawal,1579.51,BGN,1.9558,807.6030268943655
1039858,2025-02-13,3067,withdrawal,5977.66,HUF,401.78,14.877943152969287
1039859,2025-03-05,2963,transfer,9800.53,GBP,0.835,11737.161676646709
1039860,2025-02-01,1505,withdrawal,1748.02,BGN,1.9558,893.7621433684426
1039861,2025-02-06,1218,transfer,1870.7,TRY,37.187,50.30521418775379
1039862,2025-02-14,1516,transfer,6624.47,ISK,147.3,44.97264086897488
1039863,2025-03-07,2022,deposit,3586.97,HUF,399.28,8.983595471849329
1039864,2025-02-22,948,deposit,7301.06,TRY,38.102,191.61881266075275
1039865,2025-02-13,1956,transfer,5592.78,PLN,4.1688,1341.5803108808288
1039866,2025-03-06,4010,deposit,8547.82,ISK,146.9,58.188019060585425
1039867,2025-01-21,2839,withdrawal,5108.26,HUF,411.48,12.414357927481287
